	markdown_path	ds	markdown_snippet	snippet_type
103	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"[National Blood Clot Alliance (NBCA)](https://www.stoptheclot.org/) presentation

Leslie Lake; President & Board Chair (NBCA)

Arshell Brooks-Harris, Board Secretary (NBCA)

Dr. Caroline Cromwell, Board Member (NBCA Medical & Scientific Advisory)

The National Blood Clot Alliance (NBCA) is a non-profit, patient-led health organization dedicated to advancing prevention, early diagnosis, and successful treatment of life-threatening, venous blood clots. Blood clots affect people of all ages, races, and genders.

Specific risk factors include any of: sedentary work (especially with legs crossed), birth control or hormone therapy methods that contain estrogen, being age 55 or older, pregnancy, recent hospitalization or surgery, cancer, obesity, smoking, limited mobility, heart and lung conditions, and diabetes.

B. Smith"	Snippet
104	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"# For Recommendation to the SLA for DOT Dining Out NYC

a. [129 Gates](https://maps.app.goo.gl/h3FzmZgm6nnVAmeB6)  
Locanda Vini & Olii  
[RDWY application](https://drive.google.com/file/d/1-psrs5HegW-vSTCtIbz9zA7Ku5KmZfOb/view?usp=drive_link)

b. [419 Myrtle](https://maps.app.goo.gl/deP8gdcZcgWnQRV87)  
Putnam's  
[SDWLK application](https://drive.google.com/file/d/1L1Rpn2t9-XQtNyEV7IRepQG45WgFacYH/view?usp=drive_link)

c. [128 Smith](https://maps.app.goo.gl/zsPfrqrpd7m788mD7)  
Bar Tabac  
[SDWLK application](https://drive.google.com/file/d/1kuqzsTHMAeihE1jbnE-nqjddjtiJz-VC/view?usp=drive_link)

d. [61 Bergen](https://maps.app.goo.gl/dptFJ6iBPzox2u1d9)  
Talea Beer  
[SDWLK & RDWY application](https://drive.google.com/file/d/1lhTIeotYIHW_V2Eo06pxTm1Zzkcw9fNe/view?usp=drive_link)

e. [211 Dekalb](https://maps.app.goo.gl/EqKHDHdyjtv2UzxR6)  
Evelina  
[SDWLK & RDWY application](https://drive.google.com/file/d/1Jda_fEctzv7LklSjU_0goIIwkjZN5RUd/view?usp=drive_link)

f. [141 Nevins](https://maps.app.goo.gl/fZp83FLp8oqNvx736)  
Piccola Cucina  
[SDWLK & RDWY application](https://drive.google.com/file/d/1izFe4ZzYjpwAGcS6AfbxIqlo96xQwq56/view?usp=drive_link)"	Snippet
105	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"# For Recommendation to the NY State Liquor Authority (SLA)

g. [737 Fulton](https://maps.app.goo.gl/Ci3Wq6FftW3Hbg71A)  
Fritz  
[OPS application](https://drive.google.com/file/d/1dPuCou2pqe3Ycdf3du_QRW9QfDY8tQdT/view?usp=drive_link)

h. [360 Myrtle](https://maps.app.goo.gl/d2UCK1FATdXwSuqt7)  
Third Falcon  
[CLASS application](https://drive.google.com/file/d/1L8ZnpHSo302ut658_zE7WrBVGfPg5HbS/view?usp=drive_link)

i. [15 Main](https://maps.app.goo.gl/7y1DYaY4XTSQRnH77)  
Pirate Ship Hosp.  
[LWBC application](https://drive.google.com/file/d/1uMHgAsuzNWuTQcW5AlL-xNGHi1I3DXBT/view?usp=drive_link)

j. [159 Bridge](https://maps.app.goo.gl/QyBsDfy6mWUPjmv36)  
BKNY Restaurant  
[LWBC application](https://drive.google.com/file/d/1k-VKce52IuMPQ7oUiACQumbpoSWYLPZt/view?usp=drive_link)

k. [159 Bridge](https://maps.app.goo.gl/QyBsDfy6mWUPjmv36)  
BKNY Vessels  
[LWBC application](https://drive.google.com/file/d/1oqoJiHRud0wPaXFNB9AIUIrmBMNxOX7e/view?usp=drive_link)"	Snippet
106	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"# Eligible for Automatic Waiver of Local Review by District Office

l. [80-84 Flatbush](https://maps.app.goo.gl/RZcX2WLyDAD5PGPE9)  
Winner @ Alloy  
[LWBC](https://drive.google.com/file/d/1wHd9BECdq4LHJWEHsa9mADGMTdXQuvED/view?usp=drive_link) - Umbrella Operator

m. [72 Henry](https://maps.app.goo.gl/Ha64Vx2RsEWWWSpm6)  
Henry's End  
[ALT](https://maps.app.goo.gl/Ha64Vx2RsEWWWSpm6) - Early Closure

n. [55 Water](https://maps.app.goo.gl/Euiefr7mJDiJYvV68)  
Time Out Market  
[CORP](https://drive.google.com/file/d/1WcrXZ5aKSGsdn-6FhvOedurHkwN7C87j/view?usp=drive_link) - Umbrella Operator

o. [55 Water](https://maps.app.goo.gl/Euiefr7mJDiJYvV68)  
Time Out 5th Flr  
[CORP](https://drive.google.com/file/d/1z6aO13J0ZmwUUpyxj8lD4vt7hF5E-F1J/view?usp=drive_link) - Umbrella Operator"	Snippet
107	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"PUBLIC MEETING NOTICE:

[Health, Environment & Social Services Committee](https://cbbrooklyn.cityofnewyork.us/cb2/all-committees/health-environment-social-services/)  
Tuesday, June 03, 2025 @ 6:00 PM  
350 Jay St / 8th Floor Conference Room  
Public Comment Portal: tiny.cc/bk02comment"	Snippet
108	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"[NYU Langone Health | Vaccine Center](https://med.nyu.edu/centers-programs/vaccine/) presentation

Mark J. Mulligan, MD, FIDSA, Director & Thomas S. Murphy Sr. Professor of Medicine & Microbiology (NYU Langone Vaccine Center; NYU Grossman School of Medicine/Division of Infectious Diseases and Immunology),

With the recent Bird Flu (H5N1) outbreaks across the country, Brooklyn community leaders and residents have an opportunity to review the situation and assess the risk of potential further spread. After recounting the epidemiology (humans, birds, dairy cows, sea mammals, other species), clinical disease, and treatment, Dr. Mulligan will review his ongoing work on H5N1 vaccines, and any prevention methods that residents can use to stay healthy."	Snippet
109	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"# For Recommendation to NY State Office of Cannabis Management (OCM)

a. [53 Pearl](https://maps.app.goo.gl/uXszqSQA2EV6ieAy8)  
   New Amsterdam Dumbo  
   [OCM application](https://drive.google.com/file/d/1LTtHqECxhj9B6fRyvYf2En2Qg6xgPjXD/view?usp=drive_link)

b. [56 Jay](https://www.google.com/maps/place/56+Jay+St,+Brooklyn,+NY+11201/@40.703202,-73.9894099,824m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89c25a33b0673691:0x5973630b06beb2a3!8m2!3d40.703202!4d-73.986835!16s%2Fg%2F11dzntdbsl?entry=ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoASAFQAw%3D%3D)  
   The Brooklyn Bazaar  
   [OCM application](https://drive.google.com/file/d/1FmH7IAL2fhEOOXwNKlqqQKmI-Gt62vJy/view?usp=drive_link)"	Snippet
110	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"# For Recommendation to the SLA for DOT Dining Out NYC

a. [81 Fleet](https://maps.app.goo.gl/dRmq7DigEkTkmDHD6)  
   Vine  
   [RDWY application](https://drive.google.com/file/d/118BjI0hyM5wWbk4itt0_nXGWJDvKKw79/view?usp=drive_link)"	Snippet
111	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"# For Recommendation to the NY State Liquor Authority (SLA)

b. [159 Bridge](https://maps.app.goo.gl/FH6ywDoHUgxDnoPC9)  
   Brooklyn Express  
   [LWBC application](https://drive.google.com/file/d/1i4LAdJALOLYiIFFKUzCm7qE8HGu3Niug/view)

c. [7 Old Fulton](https://maps.app.goo.gl/CUauknDhwXKmXR7X7)  
   Patsy's Pizzeria  
   [LWBC application](https://drive.google.com/file/d/1CM595ULFHQdUFKqLfY0QRVnN-g99er0S/view?usp=drive_link)

d. [753 Fulton](https://maps.app.goo.gl/6LBVwhrPkmt6pfPx7)  
   Oma Grasa  
   [CLASS application](https://drive.google.com/file/d/17iTOWHOJltPTx9iQukCXwphllDGNwrFX/view?usp=drive_link)"	Snippet
112	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"# No details submitted; Automatic Stipulations recommended

e. [884 Fulton](https://maps.app.goo.gl/nNJ1GS2YfcGD6ddM7)  
   Wei's  
   CLASS - no details submitted"	Snippet
113	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"# Eligible for Automatic Waiver of Local Review by District Office

f. [143 Montague](https://maps.app.goo.gl/569gyKeo2TA99CtdA)  
   Grand Canyon Rest.  
   [LWBC](https://drive.google.com/file/d/1AXyJNDNt_k6g-553G1LxFpPjITy4bU7b/view?usp=drive_link) - Early Closure"	Snippet
114	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"9. New Committee Business

a. Field Notes: [Public Health Solutions briefing](https://example.com)  
   P. Gonzalez"	Snippet
0	agenda_markdowns/2023_01_04_HESS_agenda.md	2023-01-04	"Application Name: New York State Liquor License Application Reviews
Business Name: Cannonball LLC
Application Type: New"	Business Application
1	agenda_markdowns/2023_01_04_HESS_agenda.md	2023-01-04	"Application Name: New York State Liquor License Application Reviews
Business Name: Real Hospitality Group
Application Type: New"	Business Application
2	agenda_markdowns/2023_01_04_HESS_agenda.md	2023-01-04	"Application Name: New York State Liquor License Application Reviews
Business Name: Olympia Wine Bar
Application Type: Renewal"	Business Application
3	agenda_markdowns/2023_01_04_HESS_agenda.md	2023-01-04	"Application Name: New York State Liquor License Application Reviews
Business Name: EastVille Comedy Club
Application Type: Renewal"	Business Application
4	agenda_markdowns/2023_01_04_HESS_agenda.md	2023-01-04	"Application Name: New York State Liquor License Application Reviews
Business Name: Fancy Free
Application Type: Renewal"	Business Application
5	agenda_markdowns/2023_01_04_HESS_agenda.md	2023-01-04	"Application Name: New York State Liquor License Application Reviews
Business Name: Peaches Prime @ Gotham Market
Application Type: Renewal"	Business Application
6	agenda_markdowns/2023_01_04_HESS_agenda.md	2023-01-04	"Application Name: New York State Liquor License Application Reviews
Business Name: 1 Hotel ETC
Application Type: Renewal"	Business Application
7	agenda_markdowns/2023_01_04_HESS_agenda.md	2023-01-04	"Application Name: New York State Liquor License Application Reviews
Business Name: Bonchon
Application Type: Renewal"	Business Application
8	agenda_markdowns/2023_03_01_HESS_agenda.md	2023-03-01	"Application Name: New York State Liquor License Application Reviews
Business Name: Golfzon Social
Application Type: NY State Liquor License Applications"	Business Application
9	agenda_markdowns/2023_03_01_HESS_agenda.md	2023-03-01	"Application Name: New York State Liquor License Application Reviews
Business Name: Slutty Vegan, Inc.
Application Type: NY State Liquor License Applications"	Business Application
10	agenda_markdowns/2023_03_01_HESS_agenda.md	2023-03-01	"Application Name: New York State Liquor License Application Reviews
Business Name: Wonder Beach
Application Type: NY State Liquor License Applications"	Business Application
11	agenda_markdowns/2023_03_01_HESS_agenda.md	2023-03-01	"Application Name: New York State Liquor License Application Reviews
Business Name: Haley's (Jack's Place)
Application Type: NY State Liquor License Applications"	Business Application
12	agenda_markdowns/2023_04_05_HESS_agenda.md	2023-04-05	"Application Name: New York State Liquor License Application Reviews
Business Name: Ippudo NY, LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
13	agenda_markdowns/2023_04_05_HESS_agenda.md	2023-04-05	"Application Name: New York State Liquor License Application Reviews
Business Name: Slutty Vegan, Inc.
Application Type: Liquor, Wine, Beer & Cider"	Business Application
14	agenda_markdowns/2023_04_05_HESS_agenda.md	2023-04-05	"Application Name: New York State Liquor License Application Reviews
Business Name: Edward Dean DBA Brogans
Application Type: Liquor, Wine, Beer & Cider"	Business Application
15	agenda_markdowns/2023_04_05_HESS_agenda.md	2023-04-05	"Application Name: New York State Liquor License Application Reviews
Business Name: Jennifer Bistro Inc
Application Type: CHANGE"	Business Application
16	agenda_markdowns/2023_04_05_HESS_agenda.md	2023-04-05	"Application Name: New York State Liquor License Application Reviews
Business Name: Chef Katsu Brooklyn
Application Type: Wine, Beer & Cider"	Business Application
17	agenda_markdowns/2023_04_05_HESS_agenda.md	2023-04-05	"Application Name: New York State Liquor License Application Reviews
Business Name: Hudson Wilder
Application Type: Wine, Beer & Cider"	Business Application
18	agenda_markdowns/2023_05_03_HESS_agenda.md	2023-05-03	"Application Name: New York State Liquor License Application Reviews
Business Name: FG OD LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
19	agenda_markdowns/2023_05_03_HESS_agenda.md	2023-05-03	"Application Name: New York State Liquor License Application Reviews
Business Name: Choice Market
Application Type: Wine, Beer & Cider"	Business Application
20	agenda_markdowns/2023_05_03_HESS_agenda.md	2023-05-03	"Application Name: New York State Liquor License Application Reviews
Business Name: Dekalb Pizzeria
Application Type: Beer & Cider"	Business Application
21	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: La Rose
Application Type: Wine, Beer & Cider"	Business Application
22	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Le Petit Monstre
Application Type: Wine, Beer & Cider"	Business Application
23	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Brooklyn Paramount Theater
Application Type: Liquor, Wine, Beer & Cider"	Business Application
24	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Venerdi Inc
Application Type: Liquor, Wine, Beer & Cider"	Business Application
25	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Hawkward LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
26	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Belli
Application Type: Liquor, Wine, Beer & Cider"	Business Application
27	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Junsui
Application Type: Liquor, Wine, Beer & Cider"	Business Application
28	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Socialites Lounge
Application Type: Liquor, Wine, Beer & Cider"	Business Application
29	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Love & Dough
Application Type: Liquor, Wine, Beer & Cider"	Business Application
30	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: NEW YORK STATE LIQUOR LICENSE APPLICATION REVIEWS
Business Name: Kinjo
Application Type: Liquor, Wine, Beer & Cider"	Business Application
31	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: Expansion Onto Municipal Property (EMP):
Business Name: Taqueria Fort Greene
Application Type: Expansion Onto Municipal Property (EMP)"	Business Application
32	agenda_markdowns/2023_06_07_HESS_agenda.md	2023-06-07	"Application Name: Expansion Onto Municipal Property (EMP):
Business Name: Beepublic
Application Type: Expansion Onto Municipal Property (EMP)"	Business Application
33	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Puro Vita Enterprises Inc
Application Type: Cannabis Retail License"	Business Application
34	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Are We Good Enterprises Inc
Application Type: Cannabis Retail License"	Business Application
35	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: YMRM Dispensary LLC
Application Type: Cannabis Retail License"	Business Application
36	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Meg Hospitality
Application Type: NY State Liquor License Applications"	Business Application
37	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: DIG CityPoint
Application Type: NY State Liquor License Applications"	Business Application
38	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Wonder
Application Type: NY State Liquor License Applications"	Business Application
39	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Padel Haus
Application Type: NY State Liquor License Applications"	Business Application
40	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Cuban Shack
Application Type: NY State Liquor License Applications"	Business Application
41	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Charoen Thong Group LLC
Application Type: NY State Liquor License Applications"	Business Application
42	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Ruta Oaxaca
Application Type: NY State Liquor License Applications"	Business Application
43	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Casanara
Application Type: NY State Liquor License Applications"	Business Application
44	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Ikigai
Application Type: NY State Liquor License Applications"	Business Application
45	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: ABC Kitchen
Application Type: NY State Liquor License Applications"	Business Application
46	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Sukh Thai
Application Type: NY State Liquor License Applications"	Business Application
47	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Casa Nono
Application Type: NY State Liquor License Applications"	Business Application
48	agenda_markdowns/2023_09_06_HESS_agenda.md	2023-09-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Beepublic
Application Type: NY State Liquor License Applications"	Business Application
49	agenda_markdowns/2023_10_04_HESS_agenda.md	2023-10-04	"Application Name: NY State Cannabis Retail License Applications
Business Name: DLD DH, Inc. (DBA Devil's Harvest)
Application Type: Cannabis Retail License"	Business Application
50	agenda_markdowns/2023_10_04_HESS_agenda.md	2023-10-04	"Application Name: NY State Liquor License Applications
Business Name: Love & Dough
Application Type: Liquor License Application"	Business Application
51	agenda_markdowns/2023_10_04_HESS_agenda.md	2023-10-04	"Application Name: NY State Liquor License Applications
Business Name: Joy Hospitality
Application Type: Liquor License Application"	Business Application
52	agenda_markdowns/2023_10_04_HESS_agenda.md	2023-10-04	"Application Name: NY State Liquor License Applications
Business Name: Rhodora Wine Bar
Application Type: Liquor License Application"	Business Application
53	agenda_markdowns/2023_10_04_HESS_agenda.md	2023-10-04	"Application Name: NY State Liquor License Applications
Business Name: Rustik Tavern
Application Type: Liquor License Application"	Business Application
54	agenda_markdowns/2023_10_04_HESS_agenda.md	2023-10-04	"Application Name: NY State Liquor License Applications
Business Name: HNY Ferry II LLC
Application Type: Liquor License Application"	Business Application
55	agenda_markdowns/2023_10_04_HESS_agenda.md	2023-10-04	"Application Name: NY State Liquor License Applications
Business Name: Applebee's
Application Type: Liquor License Application"	Business Application
56	agenda_markdowns/2024_01_03_HESS_agenda.md	2024-01-03	"Application Name: NY State Cannabis Retail License Applications
Business Name: Xander Legacy
Application Type: Cannabis Retail License"	Business Application
57	agenda_markdowns/2024_01_03_HESS_agenda.md	2024-01-03	"Application Name: NY State Cannabis Retail License Applications
Business Name: Buzzy NY, LLC
Application Type: Cannabis Retail License"	Business Application
58	agenda_markdowns/2024_02_07_HESS_agenda.md	2024-02-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Fly Private Social
Application Type: Liquor, Wine, Beer & Cider"	Business Application
59	agenda_markdowns/2024_02_07_HESS_agenda.md	2024-02-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: 50 Slices LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
60	agenda_markdowns/2024_02_07_HESS_agenda.md	2024-02-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Le Baba Cool, Inc
Application Type: Liquor, Wine, Beer & Cider"	Business Application
61	agenda_markdowns/2024_02_07_HESS_agenda.md	2024-02-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: 20 Jay St Wine
Application Type: Wine, Beer & Cider"	Business Application
62	agenda_markdowns/2024_02_07_HESS_agenda.md	2024-02-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: SMOR
Application Type: Wine, Beer & Cider"	Business Application
63	agenda_markdowns/2024_02_07_HESS_agenda.md	2024-02-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Buka
Application Type: Wine, Beer & Cider"	Business Application
64	agenda_markdowns/2024_02_07_HESS_agenda.md	2024-02-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Khaosan
Application Type: CHANGE"	Business Application
65	agenda_markdowns/2024_03_06_HESS_agenda.md	2024-03-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTION
Business Name: Society House
Application Type: CAURD-Provisional"	Business Application
66	agenda_markdowns/2024_03_06_HESS_agenda.md	2024-03-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Tipsy Grape
Application Type: CLASS"	Business Application
67	agenda_markdowns/2024_03_06_HESS_agenda.md	2024-03-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Lady Wortley LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
68	agenda_markdowns/2024_03_06_HESS_agenda.md	2024-03-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Donburi Lab
Application Type: WBC / Early Closure"	Business Application
69	agenda_markdowns/2024_03_06_HESS_agenda.md	2024-03-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Osteria Dekalb
Application Type: LWBC / Umbrella + Early Closure"	Business Application
70	agenda_markdowns/2024_04_03_HESS_agenda.md	2024-04-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Cafe Buon Gusto
Application Type: Wine, Beer & Cider"	Business Application
71	agenda_markdowns/2024_04_03_HESS_agenda.md	2024-04-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: RA Theatre Corp
Application Type: Wine, Beer & Cider"	Business Application
72	agenda_markdowns/2024_04_03_HESS_agenda.md	2024-04-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Taylormade
Application Type: Liquor, Wine, Beer & Cider"	Business Application
73	agenda_markdowns/2024_04_03_HESS_agenda.md	2024-04-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Buffalo Wild Wings
Application Type: Liquor, Wine, Beer & Cider"	Business Application
74	agenda_markdowns/2024_04_03_HESS_agenda.md	2024-04-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Life Time Fitness
Application Type: Wine, Beer & Cider"	Business Application
75	agenda_markdowns/2024_05_01_HESS_agenda.md	2024-05-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Siam Harbour Corp
Application Type: Liquor, Wine, Beer & Cider"	Business Application
76	agenda_markdowns/2024_05_01_HESS_agenda.md	2024-05-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Siam Harbour Corp
Application Type: Wine, Beer & Cider"	Business Application
77	agenda_markdowns/2024_05_01_HESS_agenda.md	2024-05-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Third Falcon
Application Type: Wine, Beer & Cider"	Business Application
78	agenda_markdowns/2024_05_01_HESS_agenda.md	2024-05-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Habana Outpost
Application Type: Liquor, Wine, Beer & Cider"	Business Application
79	agenda_markdowns/2024_05_01_HESS_agenda.md	2024-05-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Waza Sushi & Ramen
Application Type: Wine, Beer & Cider"	Business Application
80	agenda_markdowns/2024_06_05_HESS_agenda.md	2024-06-05	"Application Name: PUBLIC REVIEW and COMMITTEE ACTION
Business Name: START Treatment & Recovery Centers
Application Type: NY State Office of Addiction Services & Supports"	Business Application
81	agenda_markdowns/2024_06_05_HESS_agenda.md	2024-06-05	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Habana Outpost
Application Type: Liquor, Wine, Beer & Cider"	Business Application
82	agenda_markdowns/2024_06_05_HESS_agenda.md	2024-06-05	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Golden Ratio
Application Type: Liquor, Wine, Beer & Cider"	Business Application
83	agenda_markdowns/2024_06_05_HESS_agenda.md	2024-06-05	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Waza Sushi & Ramen
Application Type: Wine, Beer & Cider"	Business Application
84	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTION
Business Name: Sands House
Application Type: NY State Office of Addiction Services & Supports"	Business Application
85	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: DTCHONE LLC
Application Type: Cannabis Retail License"	Business Application
86	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Soulmate
Application Type: Cannabis Retail License"	Business Application
87	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: NYCannaMeds
Application Type: Cannabis Retail License"	Business Application
88	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Nako LLC
Application Type: Wine, Beer & Cider"	Business Application
89	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Yakiniku Hiro
Application Type: Liquor, Wine, Beer & Cider"	Business Application
90	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Neno's Gourmet Mexican
Application Type: Liquor, Wine, Beer & Cider"	Business Application
91	agenda_markdowns/2024_09_04_HESS_agenda.md	2024-09-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Mango Bay Caribbean
Application Type: Liquor, Wine, Beer & Cider"	Business Application
92	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"Application Name: PUBLIC REVIEW and COMMITTEE ACTION
Business Name: Sands House
Application Type: NY State Office of Addiction Services & Supports"	Business Application
93	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Fastlife Pizza LLC
Application Type: Wine, Beer & Cider"	Business Application
94	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Cachette
Application Type: Liquor, Wine, Beer & Cider"	Business Application
